LARP,"Death Elemental, Adept (Folsom)",14,"Black, crackling form.",Black clothing and black makeup or faceless hood.,45,None,0,Normal,4-4-4-4-4-4-3-2-1,3,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),5,6,"Death, Body",Arcane Death x2.,"No metabolism.
 Healed to full by death.
 Immune to alteration, command, healing, necromancy, paralysis, poison, waylay.
 Cloak Life x3.
 Resist Spell x2.","Destroyed by life.
 Disappears at 0 body.","Weapon master. Style master.
 Read and write.
 First aid. Healing arts.",Servant(Lesser),"Elemental, Magistarium"
LARP,"Death Elemental, Lord (Charneava)",16,"Black, cracking form.",Black clothing and black makeup or faceless hood.,55,None,0,High,As skills.,5,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),7,8,"Death, Body",Arcane Death x3.,"No metabolism.
 Healed to full by death.
 Immune to alteration, command, healing, necromancy, paralysis, poison, waylay.
 Cloak Life x4. 
 Resist Spell x3.","Destroyed by life.
 Disappears at 0 body.","May possess PC skills, do not add character body. 
 Will always have earth spells.",Minion(Greater),"Elemental, Magistarium"
LARP,"Death Elemental, Knight (Partallia)",18,Pale Humanoid with a diamond over one eye (color varies),Black clothing and black makeup or faceless hood.,80,None,0,High,As skills.,8,"Entangle, Slow, Repel, Bind, Confine","Entangle, Slow, Repel, Bind",Weapons and Claws (Any),10,11,"Death, Body",Arcane Death x4.,"No metabolism.
 Healed to full by death.
 Immune to alteration, command, healing, necromancy, paralysis, poison, waylay.
 Only affected by Spell, Life, Body weapon attacks.
 Cloak Life x6.
 Resist Spell x4.","Destroyed by life.
 Disappears at 0 body.","May possess PC skills, do not add character body. 
 Will always have earth spells.",Minion(Greater),"Elemental, Magistarium"
LARP,"Life Elemental, Shard (Embrion)",3,Pale Humanoid with a diamond over one eye (color varies),White or grey makeup with diamond over eye.,20,None,0,Low,3-2-1 (earth),1,Entangle,None,Claws (One Handed),3,0,Normal,Channel spell Life x1.,"No metabolism.
 Healed double by healing.
 Healed to full by life.
 Immune to alteration, command, paralysis, poison, waylay.","Double damage from necromancy
 Destroyed by death.
 Disappears at zero body.","Weapon master. Style master.
 Read and write.
 First aid. Healing arts.",Fodder(Lesser),"Elemental, Magistarium"
LARP,"Life Elemental, Imp (Plebian)",6,"Pale, small humanoid with a diamond over one eye (color varies).",White or grey makeup with diamond over eye.,35,None,0,Normal,5-4-3-2-1 (earth),2,"Entangle, Slow, Repel",None,Weapons and Claws (Any),4,5,Normal,Arcane Life x1.,"No metabolism.
 Healed double by healing.
 Healed to full by life.
 Immune to alteration, command, paralysis, poison, waylay.
 Cloak Death x1.","Double damage from necromancy
 Destroyed by death.
 Disappears at zero body.","Weapon master. Style master.
 Read and write.
 First aid. Healing arts.",Lackey(Lesser),"Elemental, Magistarium"
LARP,"Life Elemental, Adept (Patrician)",12,Pale Humanoid with a diamond over one eye (color varies).,White or grey makeup with diamond over eye.,45,None,0,Normal,4-4-4-4-4-4-3-2-1 (earth),3,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),5,6,"Life, Body",Arcane Life x3.,"No metabolism.
 Healed double by Healing.
 Healed to full by life.
 Immune to alteration, command, paralysis, poison, waylay. 
 Cloak Death x2.
 Resist Spell x2.","Double damage from necromancy
 Destroyed by death.
 Disappears at zero body.","Weapon master. Style master.
 Read and write.
 First aid. Healing arts.",Servant(Lesser),"Elemental, Magistarium"
LARP,"Life Elemental, Lord (Procurator)",16,Pale Humanoid with a diamond over one eye (color varies).,White or grey makeup with diamond over eye.,55,None,0,High,As skills.,5,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),7,8,"Life, Body","Arcane Life x3. 
 Magic Purify x2.","No metabolism.
 Healed double by Healing.
 Healed to full by life.
 Immune to alteration, command, paralysis, poison, waylay. 
 Cloak Death x4. 
 Resist Spell x3.","Double damage from necromancy
 Destroyed by death.
 Disappears at zero body.","May possess PC skills, do not add character body. 
 Will always have earth spells.",Minion(Greater),"Elemental, Magistarium"
LARP,"Life Elemental, Knight (Tribune)",18,Pale Humanoid with a diamond over one eye (color varies),White or grey makeup with diamond over eye.,80,None,0,High,As skills.,8,"Entangle, Slow, Repel, Bind, Confine","Entangle, Slow, Repel, Bind",Weapons and Claws (Any),10,11,"Life, Body","Arcane Life x4. 
 Magic Purify x4.","No metabolism.
 Healed double by Healing.
 Healed to full by life.
 Immune to alteration, command, paralysis, poison, waylay. 
 Only affected by Magic, Death weapon attacks.
 Cloak Death x6. 
 Resist Spell x4.","Double damage from necromancy
 Destroyed by death.
 Disappears at zero body.","May possess PC skills, do not add character body. 
 Will always have earth spells.",Minion(Greater),"Elemental, Magistarium"
LARP,"Order Elemental, Shard (Bulwark)",3,"Small, silver human.",Grey makeup.,20,None,0,Low,None.,0,None,None,Claws (One Handed),2,0,Normal,None.,"No metabolism.
 Healed to full by prison.
 Immune to alteration, command, paralysis, poison, waylay.","Double damage from chaos, necromancy.
 Immune to healing, life.
 Disappears at 0 body.",None.,Fodder(Lesser),"Elemental, Magistarium"
LARP,"Order Elemental, Imp (Barraston)",6,Grey skinned humanoid.,Grey makeup.,35,None,0,Normal,4-3-2-1 (both),1,Entangle,None,Weapons and Claws (Any),3,4,Normal,Magic Prison x1.,"No metabolism.
 Healed to full by prison.
 Immune to alteration, command, paralysis, poison, waylay.
 Resist Spell x1.","Double damage from chaos, necromancy.
 Immune to healing, life.
 Disappears at 0 body.","Weapon master. Style master.
 Read and write. First aid. Healing arts. Read magic.",Lackey(Lesser),"Elemental, Magistarium"
LARP,"Order Elemental, Adept (Magistrate)",12,Grey skinned humanoid.,Grey makeup.,45,None,0,Normal,6-5-4-3-2-1 (both),2,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),4,5,Body,Arcane Prison x2.,"No metabolism.
 Healed to full by prison.
 Immune to alteration, command, paralysis, poison, waylay.
 Resist Spell x1. 
 Phase x1.","Double damage from chaos, necromancy.
 Immune to healing, life.
 Disappears at 0 body.","Weapon master. Style master.
 Read and write. First aid. Healing arts. Read magic.",Servant(Lesser),"Elemental, Magistarium"
LARP,"Order Elemental, Lord (Justicar)",16,Grey skinned humanoid,Grey makeup.,55,None,0,High,As skills.,4,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),6,7,Body,"Arcane Prison x3. 
 Arcane Ward x1. 
 Arcane Wizard Lock x1.","No metabolism.
 Healed to full by prison.
 Immune to alteration, command, paralysis, poison, waylay.
 Resist Spell x2. 
 Phase x2.","Double damage from chaos, necromancy.
 Immune to healing, life.
 Disappears at 0 body.","May possess PC skills, do not add character body. Will always possess dual pyramids.",Minion(Greater),"Elemental, Magistarium"
LARP,"Order Elemental, Knight (Arbiter)",20,Grey skinned humanoid,Grey makeup.,80,None,0,High,As skills.,6,"Entangle, Slow, Repel, Bind",Entangle,Weapons and Claws (Any),8,9,Prison,"Arcane Prison x4. 
 Arcane Ward x1. 
 Arcane Wizard Lock x1.","No metabolism.
 Healed to full by prison.
 Immune to alteration, command, paralysis, poison, waylay.
 Only affected by Spell , Chaos, Body weapon attacks.
 Resist Spell x4. 
 Phase x4.","Double damage from chaos, necromancy.
 Immune to healing, life.
 Disappears at 0 body.","May possess PC skills, do not add character body. Will always possess dual pyramids.",Overlord(Greater),"Elemental, Magistarium"
LARP,Banshee,12,Non -corporeal woman.,"Banshees typically possess a grey or blue face, dressed in tattered rags, are female, and scream horribly",40,None,0,Normal,As skills.,5,Immune,Immune,Weapons and Claws (Any),7,8,Destruction,"Magic Death x3. 
 Magic Ice Storm x3.","No metabolism.
 Immune to alteration, binding, command, curse, healing, ice, necromancy, paralysis, poison, waylay.
 Only affected by Silver, Spell, Body weapon attacks.","Immune to healing, life.
 Dissipates at 0 body.","May possess PC skills, add character body.",Minion(Greater),Cursed
LARP,Remnant,4,Scarred humanoid,"Blue or grey makeup, tattered clothes.",20,Must Wear Rep,0,Mindless,None,2,"Entangle, Slow, Repel",None,Claws (Any),3,4,Normal,Channel spell weakness x1.,"No metabolism. 
 Immune to alteration, command, curse, necromancy, poison, waylay.","Immune to healing, life.",None.,Lackey(Lesser),Cursed
LARP,Revenant,10,Rotting humanoid.,"Blue or grey makeup, tattered clothes.",80,Must Wear Rep,0,Normal,As skills,3,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),5,6,Normal,"Arcane Fear x3. 
 Arcane Paralysis x1 (only against intended victim).","No metabolism. 
 Immune to alteration, command, curse, necromancy, paralysis, poison, waylay.
 Can only be killing blowed by intended victim.
 Resist Magic x2.","Immune to healing, life. 
 Will not attack any other target but the intended victim unless the Revenant is hurt by another source, then it will defend itself.","May possess PC skills, do not add character body.",Minion(Greater),Cursed
LARP,Rusalka,5,Humanoid dripping with sea water.,"Blue or grey makeup, tattered clothes.",30,Must Wear Rep,0,Normal,None.,2,"Entangle, Slow, Repel",None,Claws (Any),4,5,Weakness,"Magic Destruction x1. 
 Magic Ice Bolt x2.","No metabolism. 
 Immune to alteration, command, curse, necromancy, paralysis, poison, waylay.",None.,None.,Servant(Lesser),Cursed
LARP,Pantherghast,6,A large skeletal animal.,"Skeletal makeup or mask with animal features added, if possible.",35,None,0,Low,None.,2,"Entangle, Slow, Repel",None,Claw (Two Handed),4,0,Normal,Shuns all creatures that are not of the race the pantherghast is attuned to). NPC should repeatedly state Shun all non <creature attuned to>.,"Alien metabolism.
 Immune to all attacks from non-attuned creatures.
 Immune to command, necromancy, poison, paralysis, waylay.
 Resist Spell x1.","Immune to healing, life. 
 Destroyed at 0 body.",None.,Lackey(Lesser),Extra-Planar
LARP,"Pantherghast, Hunter",12,A large skeletal animal.,"Skeletal makeup or mask with animal features added, if possible.",55,None,0,Normal,None.,4,"Entangle, Slow, Repel, Bind",None,Claws (Any),6,7,Normal,Shuns all creatures that are not of the race the pantherghast is attuned to). NPC should repeatedly state Shun all non <creature attuned to>.,"Alien metabolism.
 Immune to all attacks from non-attuned creatures.
 Immune to command, necromancy, poison, paralysis, waylay.
 Maximum Damage 1 from normal weapon attacks.
 Resist Spell x3.","Immune to healing, life. 
 Destroyed at 0 body.",None.,Servant(Lesser),Extra-Planar
LARP,"Pantherghast, Terminator",18,A large skeletal animal.,"Skeletal makeup or mask with animal features added, if possible.",80,None,0,Normal,None.,6,"Entangle, Slow, Repel, Bind",Entangle,Claws (Any),8,9,Normal,Shuns all creatures that are not of the race the pantherghast is attuned to). NPC should repeatedly state Shun all non <creature attuned to>.,"Alien metabolism.
 Immune to all attacks from non-attuned creatures.
 Immune to command, necromancy, poison, paralysis, waylay.
 Maximum Damage 1 from normal and silver weapon attacks.
 Resist Spell x5.","Immune to healing, life. 
 Destroyed at 0 body.",None.,Overlord(Greater),Extra-Planar
LARP,"Bear, Brown",3,"Bear with thick, brown fur.","Brown makeup, black nose, brown fur if possible.",25,10 Natural Armor,0,Animal,None.,2,"Entangle, Slow, Repel",None,Claws (Any),4,5,Normal,None.,None.,None.,None.,Servant(Lesser),Animal
LARP,"Bear, Grizzly",6,Large bear with thick brown fur.,"Brown makeup, black nose, brown fur if possible.",40,20 Natural Armor,0,Animal,None.,4,"Entangle, Slow, Repel, Bind",None,Claws (Any),6,7,Normal,None.,None.,None.,None.,Lackey(Lesser),Animal
LARP,"Bear, Howl",15,"Gigantic, feathered bear with beak and long claws.","Brown makeup, beak.",55,30 Natural Armor,7,Animal,None.,8,"Entangle, Slow, Repel, Bind, Confine","Entangle, Slow, Repel, Bind",Claws (Any),10,11,Normal,Engulf x2.,"Immune to command effects.
Immune to waylay 
Spell Guard x2
Resist Poison x1.",None.,None.,Overlord(Greater),Animal
LARP,Canine,2,Large dog.,"Brown, grey or black makeup with contrasting nose.",10,None,0,Animal,None,1,Entangle,None,Claws (One Handed),3,0,Normal,None.,None.,None.,None.,Fodder(Lesser),Animal
LARP,Diseased Woodland Creature,1,"Large rabbit, squirrel, ferret or wolverine, etc.",Various animal makeup.,10,None,0,Animal,None.,0,None,None,Claws (One Handed),2,0,Disease,None.,None.,None.,None.,Fodder(Lesser),Animal
LARP,Feline,2,"Small, hunting cat.","Brown, black, white, grey makeup with contrasting nose and whiskers.",10,None,0,Animal,None.,0,None,None,Claws (One Handed),2,0,Normal,None.,Dodge x1.,None.,None.,Fodder(Lesser),Animal
LARP,Giant Slug,,A man-sized Slug.,Grey or brown makeup with contrasting spots.,10,None,0,Animal,None.,1,Entangle,None,Claw (Two Handed),0,4,Normal,30 Elemental Acid x5.,"Immune to waylay.
 Acidic Skin.
 Only takes 1 pt of Damage per weapon blow except assassinate, slay, terminate or eviscerate.",May not run.,None.,Servant(Lesser),Animal
LARP,Mist Lynx,,"A pale, white hunting cat with wisps of mist rising off it's fur.",White makeup with black nose and whiskers. Should wear white clothing/fur as well.,25,None,0,Animal,None.,2,"Entangle, Slow, Repel",None,Claw (Two Handed),4,5,Body,None.,"Phase x1. 
 Gaseous form x1.",None.,None.,Servant(Lesser),Animal
LARP,"Rat, Sewer",1,Large rat.,Brown or grey makeup with nose and whiskers.,10,None,0,Animal,None.,0,None,None,Claws (One Handed),1,0,Disease,None.,None.,May only use dagger sized claws.,None.,Fodder(Lesser),Animal
LARP,"Rat, Giant",3,Dog sized rat.,Brown or grey makeup with nose and whiskers.,20,None,0,Animal,None.,0,None,None,Claws (One Handed),2,0,Disease,None.,None.,None.,None,Lackey(Lesser),Animal
LARP,"Rat, Giant War",8,Gigantic rat.,Brown or grey makeup with nose and whiskers.,35,None,0,Animal,None.,3,"Entangle, Slow, Repel, Bind",None,Claws (Any),5,6,Disease,None.,None.,None.,None.,Servant(Lesser),Animal
LARP,Rust Beast,6,"Small, armadillo like creature with a brownish hide.",Brown makeup and brown tabard.,20,10 Natural Armor,0,Animal,None.,0,None,None,Claws (One Handed),2,0,Normal,"Arcane shatter x2. 
 Arcane Destroy x1.",Acidic Skin.,None.,None.,Servant(Lesser),Animal
LARP,Sand Tiger (Land Shark),,Large Shark like creature with legs.,Grey or white makeup with many teeth.,35,None,0,Normal,None.,6,"Entangle, Slow, Repel, Bind",Entangle,Weapons and Claws (Any),8,9,Normal,Engulf x3.,None.,Double Damage from Lightning.,"May possess PC skills, add character body.",Lackey(Lesser),Animal
LARP,Snake,4,Large serpent.,Just about any color makeup with scales and fangs.,20,None,0,Animal,None.,1,Entangle,None,Claws (Any),3,4,Normal,Engulf x1.,None.,Cannot move or attack once it engulfs someone.,None.,Fodder(Lesser),Animal
LARP,Wolf,6,A large wolf.,Black or grey makeup with contrasting nose.,20,None,0,Animal,None.,2,"Entangle, Slow, Repel",None,Claws (Any),4,5,Normal,None.,None.,None.,None.,Fodder(Lesser),Animal
LARP,"Wolf, Dire",7,"Large wolf with glowing, red eyes.",Black or grey makeup with contrasting nose. Red around eyes.,40,None,0,Animal,None.,2,"Entangle, Slow, Repel, Bind",None,Claws (Any),4,5,Normal,Arcane Fear x1 (after howling).,None.,None.,None.,Servant(Lesser),Animal
LARP,"Gnoll, Grunt",3,A dog-like biped with brownish fur.,Brown makeup with black nose.,20,Must Wear Rep,0,Normal,None.,1,Entangle,None,Weapon (Any),3,4,Normal,None.,None.,Double damage from stone.,"Weapon master. 
 Style master.",Fodder(Lesser),Lupoid
LARP,"Gnoll, Elite",6,A dog-like biped with brownish fur.,Brown makeup with black nose.,30,Must Wear Rep,0,Normal,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),4,5,Normal,None.,None.,Double damage from stone.,"Style master. 
 Weapon master.",Lackey(Lesser),Lupoid
LARP,"Gnoll, Alchemist",9,A dog-like biped with brownish fur.,Brown makeup with black nose.,30,Must Wear Rep,0,Normal,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),4,5,Normal,None.,None.,Double damage from stone.,"Style master. 
 Weapon master. 
 Read and write. 
 Herbal lore. Alchemy 10.",Minion(Greater),Lupoid
LARP,"Gnoll, War",9,A dog-like biped with brownish fur.,Brown makeup with black nose.,35,Must Wear Rep,0,Normal,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),6,7,Normal,None.,None.,Double damage from stone.,"Style master. Weapon master. 
 Weapon proficiency +2. 
 Disarm x1.
 Slay x1.
 Parry x1. ^&",Servant(Lesser),Lupoid
LARP,"Gnoll, Heart Eater",14,A dog-like biped with brownish fur.,Brown makeup with black nose.,50,Must Wear Rep,0,High,As skills.,4,"Entangle, Slow, Repel, Bind",None,Weapon (Any),6,7,Normal,"Control Lupoid by voice. 
 Control wolf by voice. 
 Channel spell Death x2.","Only affected by silver weapon attacks.
 Resist Spell x2.","Double damage from stone.
 Immune to life.","May posses PC skills, add character body.",Overlord(Greater),Lupoid
LARP,"Gnoll, Raiser",14,A dog-like biped with brownish fur.,Brown makeup with black nose.,35,Must Wear Rep,0,High,8-7-6-5-4-3-2-1 (earth only),2,"Entangle, Slow, Repel",None,Weapon (Any),4,5,Chaos,"Magic Create Undead x2. 
 Magic Control Undead x2.","Healed by necromancy.
 Cloak Healing x2.","Double damage from healing, stone.","Style master. Weapon master. 
 Read and write. 
 First aid. Healing arts.",Overlord(Greater),Lupoid
LARP,Kobold,1,"Small, red dog like creature.",Red makeup with black nose.,5,Must Wear Rep,0,Low,None.,0,None,None,Weapon (One Handed),1,0,Normal,None.,None.,Double damage from ice.,"Small weapon. 
 Waylay.",Fodder(Lesser),Lupoid
